"구분(1)",구분(2),2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021
"지역",전라북도 정읍시,78.0,85.1,3.9,16.3,1.6,2.4,7.4,17.7,0.5,4.7,0.0,1.6,0.3,5.2,0.0,0.0,1.7,29.7,0.0,0.0,6.7,6.7
"지역",전라북도 남원시,29.6,44.0,3.4,8.3,4.3,7.9,0.7,1.9,1.3,5.6,0.8,1.6,3.2,15.0,0.4,1.1,22.8,31.8,0.7,1.0,33.0,33.0
"지역",전라북도 김제시,57.2,62.5,0.3,3.4,0.0,0.3,6.2,9.9,0.3,2.8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,21.0,0.0,0.0,31.9,31.9
"지역",전라북도 완주군,73.4,84.6,0.3,20.4,0.0,0.0,23.2,37.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,2.2,3.7,0.0,0.0,0.9,0.9
"지역",전라북도 진안군,70.6,84.9,6.9,12.3,3.2,4.3,5.4,13.6,0.5,2.5,0.0,0.0,0.0,0.0,0.6,0.6,6.5,14.7,0.0,1.4,6.3,6.3
"지역",전라북도 무주군,60.3,70.6,5.4,24.9,0.0,2.7,5.7,10.6,0.0,1.9,0.0,0.0,0.3,1.0,0.0,0.4,6.1,16.5,0.0,0.0,22.2,22.2
"지역",전라북도 장수군,27.9,57.4,0.2,0.3,0.0,1.2,7.4,15.2,1.2,5.9,0.0,0.0,0.0,0.0,0.0,0.0,29.4,49.0,0.1,1.0,33.8,33.8
"지역",전라북도 임실군,34.5,42.1,19.9,21.4,3.4,6.8,6.0,11.0,0.3,2.0,0.2,1.1,0.0,0.4,0.0,0.0,16.9,27.0,0.0,0.0,18.9,18.9
"지역",전라북도 순창군,38.9,50.1,12.2,29.7,16.8,22.6,0.9,1.4,0.8,1.5,0.0,0.5,0.0,0.0,0.0,0.0,29.7,58.8,0.0,0.0,0.6,0.6
"지역",전라북도 고창군,80.7,93.8,3.2,38.0,1.5,1.5,5.0,13.4,0.0,9.9,0.0,0.0,0.0,0.0,0.0,0.0,5.5,32.3,0.0,0.0,4.2,4.2
"지역",전라북도 부안군,28.0,44.1,8.7,25.9,2.9,2.9,3.0,7.9,2.7,5.5,0.0,0.0,0.0,0.0,0.0,0.4,4.5,8.3,0.0,0.3,50.2,50.2
"지역",전라남도 목포시,61.8,82.1,0.5,9.9,0.5,1.6,21.1,47.2,4.5,14.3,2.4,3.1,0.0,0.8,0.0,0.0,3.9,26.5,0.0,0.0,5.4,5.4
"지역",전라남도 여수시,72.1,93.2,1.8,7.1,0.0,0.0,12.7,37.1,0.7,4.3,0.0,0.5,0.0,0.0,0.2,0.2,11.5,32.7,0.0,0.0,1.0,1.0
"지역",전라남도 순천시,60.2,71.2,3.1,19.5,2.1,4.7,6.7,18.2,3.0,10.5,1.5,2.7,0.1,1.8,0.4,0.7,9.7,32.0,0.4,0.4,12.8,12.8
"지역",전라남도 나주시,80.2,97.1,0.3,12.1,0.0,0.0,12.7,26.4,3.1,6.4,0.0,1.0,0.0,9.4,0.0,0.0,3.5,43.4,0.0,0.0,0.3,0.3
"지역",전라남도 광양시,51.3,55.2,1.3,3.1,1.0,1.5,12.1,16.7,1.2,1.9,0.0,0.0,0.3,0.3,0.0,0.0,5.1,7.0,0.0,0.0,27.7,27.7
"지역",전라남도 담양군,55.5,67.5,3.1,20.0,0.4,1.6,6.8,12.3,5.5,14.3,0.0,0.2,0.0,0.5,0.0,0.5,22.3,49.4,0.0,0.0,6.4,6.4
"지역",전라남도 곡성군,45.6,57.1,1.6,2.3,1.1,2.2,2.3,5.3,2.8,3.1,0.0,0.0,0.0,0.0,0.0,0.0,19.4,27.5,0.0,0.0,27.2,27.2
"지역",전라남도 구례군,48.9,55.5,1.1,5.2,2.7,4.5,3.4,8.3,0.5,1.2,0.0,0.0,0.0,0.0,0.0,0.0,12.8,28.8,0.3,0.8,30.5,30.5
"지역",전라남도 고흥군,65.0,72.7,0.2,26.5,3.1,10.9,5.3,6.6,1.0,1.8,0.4,1.2,0.8,3.6,0.0,0.0,7.7,35.5,0.0,0.0,16.4,16.4
"지역",전라남도 보성군,48.3,61.2,11.5,35.5,0.0,0.0,0.7,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.9,57.2,0.0,0.0,8.6,8.6
"지역",전라남도 화순군,48.1,55.7,0.5,27.3,2.4,4.5,0.5,4.8,4.8,10.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,19.5,0.7,0.7,35.3,35.3
"지역",전라남도 장흥군,59.7,73.7,1.0,16.1,2.1,2.7,3.2,9.2,2.9,7.6,0.0,0.0,0.0,0.0,0.0,0.0,29.7,46.2,0.4,0.4,0.9,0.9
"지역",전라남도 강진군,25.0,38.0,10.2,26.1,0.3,0.6,4.4,7.1,1.2,3.4,0.3,0.8,0.0,1.5,0.8,2.4,22.0,32.8,0.0,0.0,35.7,35.7
"지역",전라남도 해남군,77.9,90.1,1.3,11.4,0.9,0.9,9.6,21.1,1.8,4.0,0.0,0.3,0.0,0.0,0.0,0.0,3.9,33.4,0.0,0.0,4.5,4.5
"지역",전라남도 영암군,63.2,70.3,9.3,38.6,0.0,0.3,2.6,6.4,0.4,0.8,0.2,0.6,0.0,0.4,0.0,0.0,18.1,50.8,0.0,0.0,6.1,6.1
"지역",전라남도 무안군,45.8,55.9,3.1,3.4,0.0,0.4,8.0,38.6,1.8,2.1,0.0,0.0,0.0,0.0,0.0,0.0,7.9,17.2,0.0,0.0,33.4,33.4
"지역",전라남도 함평군,43.9,68.4,7.6,20.9,3.0,4.1,3.2,3.9,1.7,6.1,0.0,0.0,0.7,0.7,0.0,0.0,24.6,49.0,0.0,0.0,15.4,15.4
"지역",전라남도 영광군,69.7,72.1,1.0,21.3,0.9,1.0,2.9,9.3,0.6,3.0,0.0,0.0,0.0,0.8,0.0,0.5,6.7,17.8,0.0,0.0,18.2,18.2
"지역",전라남도 장성군,61.4,70.1,2.2,24.5,0.5,0.5,7.6,14.8,0.0,1.9,0.0,1.3,0.0,1.3,0.0,0.0,5.7,32.9,0.0,0.0,22.7,22.7
"지역",전라남도 완도군,65.9,76.0,0.3,6.0,0.7,0.7,7.7,10.5,0.9,3.6,0.0,0.0,0.0,0.0,0.0,0.0,15.0,22.5,0.0,0.0,9.4,9.4
"지역",전라남도 진도군,31.7,32.0,0.0,5.1,0.5,1.4,0.3,0.8,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.6,21.0,0.0,0.0,65.9,65.9
"지역",전라남도 신안군,50.7,53.6,0.3,8.6,0.0,0.6,1.4,9.4,1.0,1.4,0.0,0.0,0.0,0.0,0.0,0.6,10.4,25.4,1.0,1.7,35.3,35.3
"지역",경상북도 포항시,62.4,84.0,1.4,9.0,0.0,0.3,7.8,30.5,12.7,19.2,0.7,1.2,0.0,0.5,0.0,0.1,11.0,34.2,0.0,0.0,4.0,4.0
"지역",경상북도 경주시,56.4,71.0,0.2,2.7,0.0,0.9,11.3,25.3,4.2,8.7,0.0,0.4,0.2,1.9,0.2,1.0,22.8,34.7,2.2,2.6,2.5,2.5
"지역",경상북도 김천시,87.5,92.0,0.0,3.2,0.3,0.3,2.3,13.3,0.3,0.7,0.0,0.4,0.0,0.0,0.0,0.5,8.9,41.0,0.0,0.0,0.7,0.7
"지역",경상북도 안동시,59.9,80.5,1.1,5.1,0.3,0.5,9.3,27.7,0.0,0.3,0.0,0.3,0.0,0.0,0.3,0.3,17.5,44.6,0.0,0.0,11.7,11.7
"지역",경상북도 구미시,38.5,49.1,0.6,2.7,0.4,1.7,10.8,25.2,2.0,3.1,0.0,0.7,0.2,0.4,0.3,0.5,20.1,30.5,0.0,0.0,27.0,27.0
"지역",경상북도 영주시,39.2,53.1,1.9,6.9,1.0,2.0,8.6,12.7,1.2,3.9,0.0,0.0,0.0,0.7,0.3,0.3,17.3,26.0,0.2,0.2,30.3,30.3
"지역",경상북도 영천시,49.0,64.2,6.5,10.8,1.0,1.8,3.7,17.5,3.5,8.6,0.4,1.1,0.2,0.9,0.0,0.0,32.6,63.6,0.0,0.0,3.1,3.1
"지역",경상북도 상주시,58.3,75.3,0.0,0.0,0.5,0.7,0.0,0.4,0.0,0.3,0.2,0.2,0.5,0.5,0.0,0.0,37.8,44.2,0.0,0.0,2.7,2.7
"지역",경상북도 문경시,73.5,82.9,2.0,11.9,0.4,1.9,2.9,9.5,0.0,1.5,0.0,0.0,0.0,0.6,0.0,0.0,12.0,45.8,0.0,0.0,9.1,9.1
"지역",경상북도 경산시,46.2,55.7,0.8,8.5,1.4,3.3,11.4,21.8,1.4,8.0,0.0,1.5,1.4,13.0,0.5,1.1,17.4,33.1,0.0,0.0,19.5,19.5
"지역",경상북도 군위군,65.7,88.7,0.0,8.4,2.1,2.1,1.0,4.9,0.0,0.0,0.8,8.9,1.0,1.7,0.0,0.4,26.2,71.5,0.0,0.0,3.2,3.2
"지역",경상북도 의성군,48.8,58.3,0.0,0.8,0.0,1.4,11.4,24.9,0.8,8.1,0.0,0.2,0.0,0.0,0.0,0.0,35.8,68.7,0.0,0.4,3.2,3.2
"지역",경상북도 청송군,52.4,95.9,0.0,3.6,0.3,0.3,5.5,13.1,0.0,0.0,0.0,0.5,0.0,0.3,0.0,0.0,38.9,68.3,0.0,0.0,2.8,2.8
"지역",경상북도 영양군,61.1,74.7,0.3,1.9,0.6,0.6,5.4,15.1,0.0,0.0,0.0,0.5,0.0,0.3,0.0,0.0,29.6,62.2,0.0,0.0,3.0,3.0
"지역",경상북도 영덕군,77.4,87.4,1.1,3.1,0.0,0.0,0.7,20.0,1.6,2.6,0.0,0.0,0.0,0.7,0.0,0.0,12.4,65.3,0.0,0.0,6.8,6.8
"지역",경상북도 청도군,55.8,59.3,10.2,26.1,0.9,2.2,2.6,12.3,1.7,2.1,0.3,3.2,0.0,0.3,0.0,0.6,23.9,56.4,0.0,0.3,4.6,4.6
"지역",경상북도 고령군,43.6,83.0,0.5,5.3,2.5,3.7,5.0,14.0,0.0,0.0,2.1,6.3,0.2,1.8,0.0,0.0,45.6,71.4,0.2,0.2,0.2,0.2
"지역",경상북도 성주군,93.8,97.9,0.0,5.1,0.0,0.0,5.1,13.5,0.0,0.9,0.0,1.3,0.0,4.3,0.0,0.0,0.2,40.0,0.0,0.0,0.9,0.9
"지역",경상북도 칠곡군,74.3,86.3,0.0,3.4,1.9,1.9,7.1,13.3,1.7,4.8,0.0,0.0,0.0,0.0,0.0,0.0,9.2,46.8,0.0,0.0,5.8,5.8
"지역",경상북도 예천군,15.5,28.6,0.0,4.8,2.8,4.4,15.0,27.4,6.3,15.6,0.0,0.0,0.0,0.0,0.0,0.0,47.8,57.5,0.0,0.3,12.6,12.6
"지역",경상북도 봉화군,56.9,77.4,0.8,7.8,0.7,0.9,3.3,9.4,0.0,0.0,0.5,2.4,0.3,2.0,0.0,0.8,36.8,77.2,0.0,0.0,0.8,0.8
"지역",경상북도 울진군,84.2,91.9,1.4,2.0,0.0,0.4,4.7,23.2,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,5.7,68.2,0.0,0.0,4.0,4.0
"지역",경상북도 울릉군,25.8,28.4,5.7,9.7,3.0,3.0,0.0,0.0,1.0,2.2,0.0,0.7,1.0,1.7,0.0,0.0,12.1,25.4,0.0,0.0,51.5,51.5
"지역",경상남도 창원시,59.2,72.1,1.0,9.1,0.7,1.6,13.3,34.4,5.0,9.4,0.1,1.7,0.4,1.0,0.0,0.0,7.6,21.1,0.0,0.0,12.6,12.6
"지역",경상남도 진주시,68.0,77.3,4.3,17.8,2.3,6.5,8.9,29.9,3.8,10.0,0.0,0.7,0.1,0.2,0.1,1.0,2.0,23.3,0.5,0.9,9.9,9.9
"지역",경상남도 통영시,23.5,53.5,2.8,6.8,1.5,2.6,53.8,64.5,0.0,0.8,0.6,2.6,0.0,0.9,0.2,0.2,13.6,28.7,0.0,0.0,4.1,4.1
"지역",경상남도 사천시,75.3,87.7,2.0,25.2,0.0,0.7,6.8,14.5,1.3,4.3,0.0,2.5,0.3,0.6,0.0,0.0,6.8,39.1,0.6,0.9,6.9,6.9
"지역",경상남도 김해시,52.5,63.4,1.8,10.8,1.2,4.2,9.8,16.8,5.7,14.6,3.2,13.3,8.3,17.0,0.6,1.6,11.2,29.8,0.4,0.7,5.3,5.3
"지역",경상남도 밀양시,63.8,75.9,3.2,13.1,0.0,1.0,4.5,7.7,3.9,7.2,1.5,4.9,1.0,3.2,0.0,0.0,10.9,15.2,0.0,0.0,11.2,11.2
"지역",경상남도 거제시,57.8,73.5,8.9,29.8,0.1,0.6,9.0,23.3,3.7,8.0,0.1,0.2,0.5,1.3,0.0,0.0,5.6,17.3,0.1,0.2,14.2,14.2
"지역",경상남도 양산시,64.5,85.2,2.1,10.6,0.0,0.7,26.7,52.0,3.7,7.4,0.1,3.9,0.0,0.8,0.0,0.0,2.2,10.4,0.0,0.0,0.6,0.6
"지역",경상남도 의령군,79.2,88.3,1.8,30.6,2.3,5.8,2.8,10.8,1.9,4.6,0.3,4.5,0.5,3.8,0.0,0.0,7.5,29.1,0.0,0.0,3.7,3.7
"지역",경상남도 함안군,58.9,69.7,2.8,13.1,0.0,0.9,1.6,18.1,0.9,3.8,0.0,0.5,0.3,0.3,0.0,0.0,12.6,42.2,0.0,0.0,23.0,23.0
"지역",경상남도 창녕군,51.1,55.4,1.9,12.1,0.0,0.0,0.0,0.2,0.0,0.9,0.0,0.4,1.4,4.6,0.0,0.4,3.3,6.4,0.0,0.0,42.2,42.2
"지역",경상남도 고성군,94.0,96.9,0.4,11.5,0.4,0.4,2.9,9.3,0.0,7.6,0.0,0.0,0.0,0.6,0.0,0.0,0.4,28.9,0.0,0.0,1.9,1.9
"지역",경상남도 남해군,44.5,78.9,1.1,7.9,0.5,2.4,3.1,6.1,2.5,12.4,0.0,0.0,0.0,0.0,0.0,0.0,47.9,77.8,0.0,0.8,0.5,0.5
"지역",경상남도 하동군,29.0,47.8,3.4,10.2,3.5,3.5,8.1,10.7,0.5,4.3,0.6,1.7,0.0,0.3,0.4,0.4,18.6,26.7,0.0,0.0,35.9,35.9
"지역",경상남도 산청군,46.3,88.7,5.4,8.8,0.9,0.9,0.9,12.1,0.5,2.8,0.0,0.0,0.0,0.0,0.0,0.0,42.4,65.6,0.0,0.0,3.6,3.6
"지역",경상남도 함양군,97.6,98.3,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,17.3,0.0,0.0,0.0,0.0
"지역",경상남도 거창군,89.1,89.9,1.0,4.5,0.4,1.0,0.5,1.4,1.5,4.2,0.0,0.0,0.0,0.0,0.0,0.0,1.4,6.0,0.5,0.7,5.5,5.5
"지역",경상남도 합천군,33.0,57.8,0.8,10.3,0.2,2.1,3.6,11.7,6.3,10.1,0.0,0.3,0.0,0.0,0.0,0.0,19.9,28.7,0.0,0.0,36.1,36.1
"지역",제주특별자치도,70.6,78.3,1.5,17.9,0.4,1.1,13.6,36.3,4.2,12.3,0.0,0.1,0.0,0.9,0.0,0.3,2.1,22.4,0.0,0.0,7.4,7.4
"가구원 수",1인가구,53.9,67.5,1.7,9.9,1.1,2.4,12.8,26.9,3.1,8.1,0.4,2.0,0.9,3.5,0.2,0.4,10.8,29.1,0.0,0.1,15.0,15.0
"가구원 수",2인가구,63.7,76.3,2.5,13.5,1.2,2.6,6.7,19.8,1.7,4.8,0.5,2.1,0.9,3.8,0.1,0.4,11.9,35.1,0.1,0.2,10.8,10.8
"가구원 수",3인가구,61.3,75.6,2.5,11.6,1.4,3.6,12.7,33.9,2.4,6.9,0.5,2.1,1.1,4.0,0.1,0.4,8.5,27.7,0.1,0.2,9.3,9.3
"가구원 수",4인가구,60.5,75.8,2.7,12.0,1.7,3.5,13.8,38.3,2.2,6.9,0.6,2.5,1.2,4.0,0.1,0.4,8.4,25.9,0.1,0.2,8.7,8.7
"가구원 수",5인가구 이상,61.3,75.3,3.6,13.1,1.9,3.9,13.3,36.7,2.1,7.6,0.4,2.0,0.5,2.3,0.2,0.6,7.5,22.8,0.2,0.3,9.1,9.1
"가구원 구성",1세대 가구,62.7,75.4,2.8,14.3,1.3,3.0,6.9,19.7,1.7,4.7,0.5,2.1,1.0,3.8,0.1,0.4,12.1,35.3,0.1,0.2,10.8,10.8
"가구원 구성",2세대 가구,61.7,76.3,2.4,11.4,1.5,3.3,12.9,35.5,2.3,6.9,0.5,2.3,1.1,3.8,0.1,0.4,8.5,26.9,0.1,0.2,8.9,8.9
"가구원 구성",3세대 가구,64.7,75.9,3.5,15.2,1.8,4.2,8.0,22.4,1.5,5.2,0.6,2.4,0.6,2.9,0.2,0.7,8.5,28.9,0.1,0.2,10.4,10.4
"가구원 구성",4세대 이상 가구,71.6,82.2,0.0,15.1,1.5,1.5,20.3,42.5,1.8,10.1,0.0,0.4,0.0,0.3,0.0,0.0,1.5,25.2,0.0,0.0,3.3,3.3
"가구원 구성",1인 가구,53.9,67.5,1.7,9.9,1.1,2.4,12.8,26.9,3.1,8.1,0.4,2.0,0.9,3.5,0.2,0.4,10.8,29.1,0.0,0.1,15.0,15.0
"가구원 구성",비친족 가구,45.7,56.4,1.3,10.1,0.3,0.9,15.0,35.7,7.2,17.2,0.0,0.5,0.0,1.2,0.0,0.0,4.4,13.0,0.0,0.0,26.1,26.1
"가구원 구성",기타,86.8,86.8,0.0,15.1,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,13.2,13.2
"주택 종류",단독주택,59.6,71.5,2.2,12.6,1.1,2.3,8.0,20.2,2.0,5.5,0.5,1.9,0.7,2.6,0.1,0.3,11.9,32.2,0.1,0.1,13.9,13.9
"주택 종류",아파트,60.9,75.1,2.6,11.9,1.4,3.3,12.3,32.6,2.4,6.9,0.5,2.3,1.2,4.1,0.1,0.4,9.1,28.7,0.1,0.2,9.4,9.4
"주택 종류",연립ㆍ다세대주택,59.0,74.1,1.6,9.8,1.1,2.5,11.2,28.1,2.7,7.5,0.6,2.1,1.3,4.6,0.3,0.5,10.4,31.5,0.0,0.0,11.8,11.8
"주택 종류",오피스텔,40.3,59.4,2.7,9.7,2.6,5.3,25.6,49.0,4.2,12.7,0.3,1.2,0.1,4.2,0.2,0.3,8.0,16.1,0.0,0.0,16.1,16.1
"주택 종류",기타,64.9,73.0,0.7,12.8,2.7,3.8,10.0,27.8,1.8,4.6,0.0,1.4,0.0,0.5,0.3,1.4,6.3,21.9,0.1,0.1,13.1,13.1
"주택 연한",5년 미만,53.4,70.8,2.2,10.1,1.6,3.0,16.0,36.7,4.9,12.0,0.5,2.0,0.7,4.9,0.1,0.3,9.4,24.0,0.1,0.2,11.1,11.1
"주택 연한",5년~10년 미만,56.7,71.6,2.7,12.1,1.4,3.2,15.1,35.9,2.7,8.6,0.4,1.7,1.1,4.1,0.1,0.4,9.2,25.5,0.1,0.1,10.6,10.6
"주택 연한",10년~20년 미만,59.4,73.5,2.4,12.1,1.5,3.6,12.7,32.0,2.7,7.3,0.4,2.0,1.0,3.6,0.1,0.4,8.6,27.0,0.1,0.1,11.0,11.0
"주택 연한",20년~30년 미만,62.0,74.8,2.1,11.1,1.3,2.6,9.6,26.4,1.9,5.4,0.7,2.5,1.3,3.8,0.2,0.5,10.1,32.5,0.1,0.2,10.7,10.7
"주택 연한",30년 이상 ,61.8,73.7,2.3,12.8,0.7,2.1,5.9,16.9,1.1,3.3,0.5,2.0,0.6,2.6,0.0,0.3,13.5,36.1,0.1,0.1,13.6,13.6
